,screen_name,created_at,text,retweet_count,favorite_count,in_reply_to_screen_name,retweeted_status_screen_name,user_description,source,lang,id
2969,fox5ny,2020-03-16T22:47:04Z,"Don't flush paper towels, flushable wipes down the toilet, public works officials urge https://t.co/aIXxt38Net",15,19,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1239684636332228609
2706,fox5ny,2020-03-20T16:06:04Z,New York-based NBC employee dies of coronavirus https://t.co/C7JQqyMw1x,15,16,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1241033273373085699
138,fox5ny,2020-05-16T12:16:02Z,"Reopening the schools is going to take extensive work and planning and social distancing measures need to be taken into account. Should schools resume in September?
https://t.co/pbrzowavkB https://t.co/e3va0sZnES",15,75,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1261631493086023680
1773,fox5ny,2020-04-10T20:10:07Z,‘He’s won the battle’: 99-year-old WWII vet and POW camp survivor beats COVID-19 https://t.co/5fhZq2ZwZZ,15,50,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1248704838302674944
1699,fox5ny,2020-04-12T17:40:01Z,"Street performer Robert John Burck, known as The Naked Cowboy in New York's Times Square during the coronavirus crisis. He's wearing a patriotic mask and his guitar is adorned with stickers that read, ""Trump Keep America Great.""
https://t.co/pXQMRQ7bGT
#nakedcowboy https://t.co/OKChK52l0l",15,51,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1249391840283045888
2359,fox5ny,2020-03-28T03:08:40Z,RT @LisaEvers: #CoronaLockdown  #CoronavirusOutbreak The 7p shoutout to #healthcare workers tonight in Upper Manhattan. Did they do this in your neighborhood? #hot97 @HOT97 #fox5ny @fox5ny https://t.co/Uhxtnq4LNl,15,0,,LisaEvers,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1243736735881838592
2628,fox5ny,2020-03-22T15:57:49Z,"#BREAKING  Number of #coronavirus cases in New York is now over 15,000.  https://t.co/GfN0ZHXaW3",15,20,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,Twitter Web App,en,1241755972504354816
2231,fox5ny,2020-03-31T23:47:04Z,"Coronavirus strains nation's largest police force; 1,000-plus NYPD cops test positive https://t.co/2lu03A77pT",15,22,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,fr,1245135553617711104
2260,fox5ny,2020-03-31T14:37:03Z,"Brooklyn man who wooed woman via drone takes her on a date amid coronavirus pandemic, wears protective bubble https://t.co/cQ09Ez75KR",15,40,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1244997140344119307
2073,fox5ny,2020-04-04T00:51:04Z,"Oregon veteran survives coronavirus, celebrates 104th birthday https://t.co/15MT57Z1e7",15,43,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1246238823417368577
2945,fox5ny,2020-03-17T12:58:17Z,"#BREAKING:  Star NFL quarterback Tom Brady has announced that he is not going to play for the New England Patriots next season.
https://t.co/KDXugFxQIE",15,18,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,Twitter Web App,en,1239898854100795395
832,fox5ny,2020-05-01T11:48:05Z,NYPD shuts down another Hasidic funeral https://t.co/FzNusCIqut,15,26,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1256188639576494080
1076,fox5ny,2020-04-26T11:50:02Z,"Happy 87th Birthday to Carol Burnett!
#legend https://t.co/5uz1WYBC0I",14,71,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1254377193750306816
2921,fox5ny,2020-03-17T17:08:05Z,"Florida closing bars, nightclubs for 30 days; issues sweeping changes for restaurants, beaches https://t.co/xOKF6jmEl6",14,18,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1239961715569070080
1367,fox5ny,2020-04-19T22:41:04Z,NYPD bust large party in Brooklyn that violated coronavirus orders https://t.co/9z6suI4I9h,14,42,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1252004313402093576
2107,fox5ny,2020-04-03T14:11:03Z,"New York City to give out free meals to anyone, no questions asked https://t.co/cufXKVGTOt",14,18,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1246077760629624833
2901,fox5ny,2020-03-17T19:31:04Z,RT @rosannascotto: Just so you know the Mayor will send an alert tonight as a test! Test! At 6pm over #COVID19 #coronavirus,14,0,,rosannascotto,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,Twitter Web App,en,1239997702475321348
2340,fox5ny,2020-03-28T19:23:03Z,"Cuomo: 52,318 coronavirus cases in NY; 728 dead https://t.co/oTSD6GXpwf",14,15,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,es,1243981950261645314
1688,fox5ny,2020-04-12T21:15:02Z,"Never forget we are New York Strong!
https://t.co/pXQMRQ7bGT
#newyork https://t.co/bQj9qP0eMb",14,49,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1249445947635109890
2579,fox5ny,2020-03-23T20:09:44Z,New York City teachers are taking an unplanned plunge into online teaching for more than a million children. Thank you for your work! https://t.co/E0OavH3RdN https://t.co/cnBj411YsD,14,37,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,Twitter Web App,en,1242181758986174465
1058,fox5ny,2020-04-26T18:49:05Z,Cuomo: Virus deaths drop below 400 for first time this month https://t.co/1uiiYLWbAD,14,35,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1254482648073986048
2071,fox5ny,2020-04-04T01:25:04Z,Nurse sings ‘Amazing Grace’ to colleagues working tirelessly in fight against COVID-19 https://t.co/K28W0k5r0O,14,49,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1246247383169728512
551,fox5ny,2020-05-07T18:09:29Z,"The coronavirus that emerged in Wuhan, China, has mutated and the new strain spreading across America appears to be even more contagious, according to a new study.
https://t.co/HfRiGcv2LX https://t.co/bv5KdKcDbU",14,16,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1258458951160561665
1417,fox5ny,2020-04-17T22:56:33Z,"RT @WendyWilliams: I'm sharing my love of New York in support of The Great New York Foodathon to benefit @CityHarvest.

Tune in to this event tonight on @fox5ny at 7pm EST

Visit https://t.co/WsHK3RIi9Q to make a donation now. https://t.co/lMeIWrrNOs",14,0,,WendyWilliams,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1251283436754657281
2375,fox5ny,2020-03-27T23:21:03Z,"Pharmacy technician, 25, dies after contracting COVID-19; reportedly had no underlying health conditions https://t.co/zf5HJ4YecN",14,8,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1243679457463975936
2539,fox5ny,2020-03-24T22:53:04Z,"People who have recently left NY should quarantine for 14 days, White House task force recommends https://t.co/3DWXv4iOpZ",14,12,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1242585249168732165
2548,fox5ny,2020-03-24T18:48:04Z,Man faces terror charges after coughing on grocery store worker https://t.co/VUa3ObhW5p,14,14,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1242523593789014019
954,fox5ny,2020-04-29T10:28:47Z,"RT @NYCTSubway: Hello, everyone.
Today, we’re restoring Essential Service on the C line between 168 St in Manhattan and Euclid Av in Brooklyn.
Between 6am and 11pm, C trains will run approximately every 10-15 minutes.
All A trains will resume express service in Manhattan and Brooklyn. https://t.co/oHGjt6vO5X",14,0,,NYCTSubway,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1255443907258855427
3055,fox5ny,2020-03-15T00:45:11Z,More than half of intensive care patients in France are under 60 https://t.co/IFzGLMLpA4,14,23,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1238989584870133762
2487,fox5ny,2020-03-26T02:40:04Z,MyPillow shifting 75% of production to make face masks for hospitals https://t.co/MdzShp9Sje,14,57,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1243004766860517376
1789,fox5ny,2020-04-10T16:25:06Z,FDA warns Alex Jones to stop pitching bogus coronavirus remedies https://t.co/sVuSOpDouH,14,28,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1248648208651337728
2540,fox5ny,2020-03-24T22:12:04Z,Houston rapper Slim Thug tests positive for COVID-19 https://t.co/yMNYX7tG6X,14,13,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1242574931378003978
2055,fox5ny,2020-04-04T15:13:04Z,"#Coronavirus Cuomo: We have really good news today: the Chinese government is going to facilitate a donation of 1,000 ventilators that will come into JFK today. WATCH LIVE NOW: https://t.co/VZ492mo3nn",14,52,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1246455755957571584
1697,fox5ny,2020-04-12T18:13:02Z,"STEPPING UP IN A MASSIVE WAY!
Jack Dorsey, the CEO of Twitter and Square is donating $1 billion worth of equity in Square to fund COVID-19 relief around the world. Thank you!
#givingback https://t.co/M9SnvbKHbt",13,36,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1249400145600491520
3016,fox5ny,2020-03-15T23:47:03Z,Starbucks will be temporarily switching to a 'to go' mode due to COVID-19 concerns https://t.co/m635461Ikx,13,13,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1239337346958581766
1839,fox5ny,2020-04-09T20:45:02Z,"GREAT NEWS!
1,310 FDNY EMTs, Paramedics, and Firefighters have returned to full duty. Stay safe and thank you for all you are doing.
https://t.co/pXQMRQ7bGT
@FDNY https://t.co/K0SDsfRLXY",13,28,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1248351234672734209
2794,fox5ny,2020-03-19T13:14:50Z,RT @CityofNewarkNJ: Newark sets nightly curfew; ‘non-essential’ shops must close https://t.co/THLaVwY6eC,13,0,,CityofNewarkNJ,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,Twitter Web App,en,1240627794184413186
735,fox5ny,2020-05-03T16:57:05Z,Line stretches out the door at Washington barbershop operating outside of stay-at-home order https://t.co/FGoFtqynVM,13,19,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1256991177791987713
2685,fox5ny,2020-03-20T21:39:05Z,"NYC urges limits on virus tests, citing equipment shortage https://t.co/8OvBSJptsK",13,22,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1241117078897205251
3049,fox5ny,2020-03-15T02:50:06Z,"Walmart changes hours to restock, clean stores amid coronavirus pandemic https://t.co/acSQL2qv0f",13,18,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1239021023976198150
2625,fox5ny,2020-03-22T16:40:16Z,"Angry governor rips ""arrogant"" New Yorkers for ignoring #CoronavirusNewYork rules https://t.co/bIuNl6pc4w https://t.co/YevG7OhuCi",13,29,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,Twitter Web App,en,1241766655245586434
2629,fox5ny,2020-03-22T15:52:19Z,RT @DanaArschin: Gov Cuomo to all New Yorkers spending time in parks and to kids playing basketball: “This is not life as is usual... it has to stop now.” Says New Yorkers are being “self-destructive.” @fox5ny @NYGovCuomo @BradSingletonTV,13,0,,DanaArschin,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1241754588308480002
2683,fox5ny,2020-03-20T22:12:04Z,"New York's liquor stores are 'essential businesses,' remain open https://t.co/ZfdZBRXdDF",13,34,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1241125382901940224
3115,fox5ny,2020-03-13T19:01:22Z,"All shut-off orders for utilities in New Jersey have been suspended, according to the governor.  https://t.co/PuO1QxV19J",13,20,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,Twitter Web App,en,1238540675597193216
800,fox5ny,2020-05-01T20:07:05Z,FDA allows emergency use of remdesivir drug for coronavirus https://t.co/slYylOcXuh,13,16,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1256314218544091137
3134,fox5ny,2020-03-13T15:27:36Z,"RT @NotifyNYC: The City will also continue to provide a range of resources and services that help New Yorkers make ends meet every day: https://t.co/BqfsyLKTR4.
For updates on coronavirus, text COVID to 692-692. For Coronavirus preparedness tips and safety info, visit: https://t.co/x29vfYXDbX.",13,0,,NotifyNYC,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1238486879009374208
907,fox5ny,2020-04-30T02:47:05Z,Gov. Cuomo directs MTA to clean subway cars every 24 hours https://t.co/avv7xbhzC6,13,32,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1255690103915233294
941,fox5ny,2020-04-29T16:47:05Z,"New Jersey parks, golf courses to reopen Saturday https://t.co/eE8d9FTnFW",13,27,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1255539108941791232
875,fox5ny,2020-04-30T18:15:15Z,NYC subway will shutdown overnight due to coronavirus https://t.co/f1hEBDEiQ6,13,22,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1255923687070617606
2563,fox5ny,2020-03-24T11:53:04Z,Mandatory quarantine for anyone from NYC arriving in Florida https://t.co/gR7M5AMHrk,13,19,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1242419157150416896
2150,fox5ny,2020-04-02T12:56:31Z,#Breaking US unemployment claims hit 6.6 million -- another record high -- as layoffs accelerate in face of #coronavirus. https://t.co/8fLf7pHBfF,13,8,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1245696616272670720
2307,fox5ny,2020-03-29T23:05:06Z,Sirens a constant as NYC nears 700 coronavirus deaths https://t.co/iEofAcjCNM,13,23,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1244400217220362244
